rgn_id,year,trend
1,2012,0.05
1,2013,0.08
2,2012,0.05
2,2013,0.08
3,2012,0.05
3,2013,0.08
4,2012,0.05
4,2013,0.08
5,2012,0.05
5,2013,0.08
6,2012,0.05
6,2013,0.08
7,2012,0.05
7,2013,0.08
8,2012,0.05
8,2013,0.08
9,2012,0.05
9,2013,0.08
10,2012,0.05
10,2013,0.08
11,2012,0.05
11,2013,0.08
12,2012,0.05
12,2013,0.08
13,2012,0.05
13,2013,0.08
14,2012,0.05
14,2013,0.08
15,2012,0.05
15,2013,0.08
16,2012,0.05
16,2013,0.08
17,2012,0.05
17,2013,0.08
18,2012,0.05
18,2013,0.08
19,2012,0.05
19,2013,0.08
20,2012,0.05
20,2013,0.08
21,2012,0.05
21,2013,0.08
22,2012,0.05
22,2013,0.08
23,2012,0.05
23,2013,0.08
24,2012,0.05
24,2013,0.08
25,2012,0.05
25,2013,0.08
26,2012,0.05
26,2013,0.08
27,2012,0.05
27,2013,0.08
28,2012,0.05
28,2013,0.08
29,2012,0.05
29,2013,0.08
30,2012,0.05
30,2013,0.08
31,2012,0.05
31,2013,0.08
32,2012,0.05
32,2013,0.08
33,2012,0.05
33,2013,0.08
34,2012,0.05
34,2013,0.08
35,2012,0.05
35,2013,0.08
36,2012,0.05
36,2013,0.08
37,2012,0.05
37,2013,0.08
38,2012,0.05
38,2013,0.08
39,2012,0.05
39,2013,0.08
40,2012,0.05
40,2013,0.08
41,2012,0.05
41,2013,0.08
42,2012,0.05
42,2013,0.08
